Resulting imbalance:1.024
cutsize/#vertices:3.55119
Cutsize:39507
----------------------------
Part Weights:
0 :89
1 :84
2 :85
3 :89
4 :85
5 :83
6 :84
7 :86
8 :89
9 :89
10 :88
11 :89
12 :89
13 :83
14 :84
15 :84
16 :86
17 :89
18 :84
19 :86
20 :89
21 :89
22 :89
23 :82
24 :89
25 :84
26 :83
27 :89
28 :88
29 :89
30 :88
31 :88
32 :89
33 :89
34 :89
35 :89
36 :85
37 :89
38 :84
39 :89
40 :89
41 :89
42 :89
43 :89
44 :89
45 :89
46 :83
47 :80
48 :89
49 :89
50 :89
51 :84
52 :84
53 :89
54 :87
55 :89
56 :88
57 :86
58 :89
59 :83
60 :89
61 :89
62 :84
63 :86
64 :89
65 :88
66 :89
67 :87
68 :89
69 :84
70 :88
71 :89
72 :81
73 :89
74 :84
75 :89
76 :84
77 :89
78 :84
79 :88
80 :89
81 :89
82 :89
83 :87
84 :88
85 :89
86 :84
87 :84
88 :83
89 :89
90 :82
91 :89
92 :89
93 :84
94 :89
95 :87
96 :83
97 :89
98 :86
99 :87
100 :86
101 :89
102 :89
103 :83
104 :89
105 :83
106 :89
107 :86
108 :89
109 :88
110 :83
111 :89
112 :87
113 :89
114 :89
115 :89
116 :89
117 :89
118 :84
119 :88
120 :84
121 :89
122 :89
123 :84
124 :83
125 :86
126 :84
127 :86
