Resulting imbalance:1.02593
cutsize/#vertices:0.434323
Cutsize:4606
----------------------------
Part Weights:
0 :164
1 :163
2 :166
3 :165
4 :162
5 :168
6 :168
7 :168
8 :163
9 :168
10 :165
11 :166
12 :168
13 :168
14 :168
15 :160
16 :169
17 :160
18 :169
19 :169
20 :166
21 :168
22 :162
23 :165
24 :167
25 :165
26 :160
27 :168
28 :170
29 :167
30 :167
31 :160
32 :161
33 :169
34 :166
35 :167
36 :163
37 :165
38 :167
39 :166
40 :170
41 :170
42 :160
43 :160
44 :168
45 :168
46 :167
47 :168
48 :166
49 :167
50 :164
51 :167
52 :168
53 :160
54 :168
55 :168
56 :165
57 :166
58 :166
59 :167
60 :162
61 :167
62 :167
63 :160
