Resulting imbalance:1.01333
cutsize/#vertices:3.64583
Cutsize:17500
----------------------------
Part Weights:
0 :37
1 :38
2 :38
3 :36
4 :35
5 :38
6 :38
7 :38
8 :36
9 :38
10 :38
11 :38
12 :38
13 :38
14 :38
15 :38
16 :38
17 :38
18 :36
19 :38
20 :37
21 :38
22 :37
23 :37
24 :38
25 :37
26 :38
27 :38
28 :38
29 :37
30 :38
31 :37
32 :38
33 :38
34 :38
35 :37
36 :37
37 :36
38 :38
39 :38
40 :38
41 :37
42 :38
43 :38
44 :36
45 :38
46 :38
47 :38
48 :36
49 :36
50 :38
51 :38
52 :38
53 :37
54 :36
55 :38
56 :38
57 :38
58 :38
59 :38
60 :38
61 :36
62 :38
63 :38
64 :37
65 :38
66 :38
67 :38
68 :37
69 :37
70 :36
71 :38
72 :38
73 :36
74 :36
75 :38
76 :38
77 :38
78 :38
79 :37
80 :38
81 :38
82 :38
83 :38
84 :38
85 :38
86 :37
87 :38
88 :38
89 :36
90 :36
91 :38
92 :38
93 :36
94 :38
95 :38
96 :38
97 :38
98 :37
99 :38
100 :37
101 :38
102 :37
103 :38
104 :38
105 :38
106 :38
107 :38
108 :38
109 :37
110 :38
111 :36
112 :36
113 :38
114 :38
115 :38
116 :37
117 :38
118 :36
119 :38
120 :38
121 :38
122 :38
123 :37
124 :38
125 :36
126 :38
127 :37
