Resulting imbalance:1.02962
cutsize/#vertices:1.07191
Cutsize:8795
----------------------------
Part Weights:
0 :130
1 :130
2 :131
3 :128
4 :126
5 :131
6 :127
7 :128
8 :127
9 :128
10 :127
11 :127
12 :128
13 :127
14 :130
15 :126
16 :132
17 :131
18 :126
19 :132
20 :124
21 :124
22 :124
23 :124
24 :126
25 :128
26 :126
27 :126
28 :129
29 :127
30 :132
31 :131
32 :125
33 :132
34 :128
35 :132
36 :124
37 :128
38 :126
39 :129
40 :132
41 :124
42 :129
43 :129
44 :132
45 :132
46 :131
47 :132
48 :126
49 :132
50 :129
51 :124
52 :131
53 :130
54 :130
55 :125
56 :130
57 :125
58 :126
59 :124
60 :125
61 :130
62 :130
63 :130
