Resulting imbalance:1.02326
cutsize/#vertices:1.38651
Cutsize:11447
----------------------------
Part Weights:
0 :63
1 :66
2 :66
3 :66
4 :63
5 :66
6 :63
7 :63
8 :66
9 :66
10 :63
11 :63
12 :66
13 :63
14 :66
15 :63
16 :63
17 :66
18 :63
19 :63
20 :63
21 :66
22 :65
23 :66
24 :63
25 :66
26 :63
27 :62
28 :65
29 :66
30 :66
31 :63
32 :62
33 :64
34 :63
35 :66
36 :62
37 :64
38 :66
39 :62
40 :66
41 :66
42 :63
43 :63
44 :62
45 :65
46 :66
47 :65
48 :63
49 :63
50 :66
51 :66
52 :63
53 :63
54 :66
55 :63
56 :66
57 :66
58 :66
59 :63
60 :63
61 :63
62 :63
63 :66
64 :64
65 :62
66 :62
67 :62
68 :66
69 :63
70 :65
71 :62
72 :66
73 :66
74 :66
75 :66
76 :64
77 :63
78 :66
79 :66
80 :66
81 :66
82 :66
83 :66
84 :66
85 :66
86 :66
87 :63
88 :66
89 :65
90 :62
91 :66
92 :66
93 :66
94 :65
95 :66
96 :63
97 :66
98 :66
99 :62
100 :62
101 :62
102 :66
103 :66
104 :66
105 :65
106 :62
107 :66
108 :66
109 :65
110 :65
111 :64
112 :66
113 :66
114 :66
115 :66
116 :66
117 :66
118 :66
119 :65
120 :62
121 :62
122 :63
123 :66
124 :62
125 :63
126 :66
127 :62
