Resulting imbalance:1.02975
cutsize/#vertices:3.22166
Cutsize:35841
----------------------------
Part Weights:
0 :179
1 :179
2 :179
3 :179
4 :179
5 :179
6 :176
7 :169
8 :179
9 :179
10 :179
11 :171
12 :174
13 :179
14 :179
15 :179
16 :169
17 :171
18 :178
19 :179
20 :179
21 :170
22 :167
23 :176
24 :179
25 :175
26 :172
27 :178
28 :179
29 :169
30 :179
31 :179
32 :175
33 :179
34 :179
35 :179
36 :179
37 :171
38 :179
39 :179
40 :179
41 :179
42 :179
43 :179
44 :166
45 :179
46 :178
47 :179
48 :179
49 :0
50 :179
51 :175
52 :178
53 :179
54 :172
55 :179
56 :179
57 :168
58 :179
59 :179
60 :169
61 :178
62 :179
63 :178
