Resulting imbalance:1.02975
cutsize/#vertices:1.3671
Cutsize:15209
----------------------------
Part Weights:
0 :179
1 :177
2 :179
3 :179
4 :179
5 :179
6 :177
7 :179
8 :177
9 :179
10 :171
11 :167
12 :179
13 :168
14 :179
15 :167
16 :173
17 :177
18 :179
19 :168
20 :174
21 :178
22 :168
23 :169
24 :174
25 :168
26 :167
27 :179
28 :179
29 :173
30 :179
31 :170
32 :176
33 :175
34 :179
35 :179
36 :178
37 :168
38 :171
39 :172
40 :179
41 :171
42 :178
43 :172
44 :168
45 :177
46 :169
47 :168
48 :179
49 :170
50 :167
51 :174
52 :174
53 :170
54 :179
55 :173
56 :169
57 :168
58 :172
59 :170
60 :179
61 :170
62 :168
63 :173
