Resulting imbalance:1.02813
cutsize/#vertices:0.345054
Cutsize:10353
----------------------------
Part Weights:
0 :234
1 :231
2 :231
3 :228
4 :240
5 :234
6 :231
7 :231
8 :228
9 :231
10 :240
11 :234
12 :231
13 :240
14 :237
15 :228
16 :234
17 :228
18 :228
19 :237
20 :234
21 :234
22 :237
23 :237
24 :240
25 :231
26 :237
27 :228
28 :240
29 :237
30 :240
31 :240
32 :231
33 :234
34 :228
35 :231
36 :237
37 :234
38 :237
39 :237
40 :240
41 :237
42 :234
43 :234
44 :240
45 :240
46 :240
47 :231
48 :234
49 :234
50 :234
51 :234
52 :228
53 :231
54 :228
55 :234
56 :231
57 :228
58 :240
59 :228
60 :234
61 :231
62 :240
63 :231
64 :240
65 :240
66 :240
67 :228
68 :228
69 :234
70 :234
71 :241
72 :240
73 :237
74 :240
75 :228
76 :228
77 :240
78 :228
79 :237
80 :240
81 :240
82 :240
83 :237
84 :237
85 :228
86 :237
87 :234
88 :228
89 :237
90 :231
91 :228
92 :231
93 :237
94 :240
95 :237
96 :234
97 :240
98 :240
99 :240
100 :237
101 :234
102 :231
103 :231
104 :231
105 :231
106 :237
107 :231
108 :240
109 :237
110 :234
111 :237
112 :234
113 :231
114 :228
115 :234
116 :234
117 :234
118 :240
119 :228
120 :240
121 :234
122 :234
123 :240
124 :231
125 :228
126 :237
127 :231
