Resulting imbalance:1.02041
cutsize/#vertices:1.1892
Cutsize:5594
----------------------------
Part Weights:
0 :74
1 :73
2 :72
3 :75
4 :75
5 :75
6 :72
7 :74
8 :72
9 :75
10 :75
11 :75
12 :71
13 :75
14 :75
15 :71
16 :71
17 :72
18 :75
19 :71
20 :73
21 :71
22 :75
23 :72
24 :75
25 :73
26 :72
27 :75
28 :71
29 :75
30 :74
31 :73
32 :71
33 :74
34 :75
35 :75
36 :74
37 :72
38 :71
39 :75
40 :75
41 :71
42 :73
43 :75
44 :72
45 :75
46 :71
47 :75
48 :74
49 :74
50 :75
51 :75
52 :75
53 :75
54 :71
55 :72
56 :71
57 :75
58 :75
59 :75
60 :75
61 :75
62 :75
63 :71
