Resulting imbalance:1.02128
cutsize/#vertices:5.24316
Cutsize:20700
----------------------------
Part Weights:
0 :63
1 :59
2 :62
3 :59
4 :63
5 :62
6 :60
7 :59
8 :63
9 :61
10 :63
11 :62
12 :63
13 :63
14 :60
15 :63
16 :61
17 :59
18 :63
19 :63
20 :61
21 :59
22 :63
23 :63
24 :61
25 :63
26 :63
27 :63
28 :63
29 :59
30 :59
31 :59
32 :63
33 :63
34 :63
35 :63
36 :59
37 :63
38 :59
39 :59
40 :60
41 :59
42 :63
43 :59
44 :63
45 :63
46 :63
47 :63
48 :63
49 :63
50 :63
51 :63
52 :63
53 :63
54 :62
55 :60
56 :63
57 :62
58 :63
59 :63
60 :63
61 :59
62 :60
63 :63
