Resulting imbalance:1.0262
cutsize/#vertices:0.251173
Cutsize:2569
----------------------------
Part Weights:
0 :80
1 :82
2 :77
3 :77
4 :82
5 :82
6 :81
7 :80
8 :79
9 :79
10 :79
11 :77
12 :80
13 :80
14 :81
15 :80
16 :77
17 :80
18 :78
19 :81
20 :77
21 :82
22 :77
23 :81
24 :80
25 :80
26 :82
27 :82
28 :80
29 :80
30 :80
31 :79
32 :80
33 :80
34 :82
35 :80
36 :78
37 :82
38 :80
39 :82
40 :78
41 :79
42 :78
43 :80
44 :80
45 :82
46 :81
47 :77
48 :82
49 :81
50 :79
51 :77
52 :80
53 :81
54 :80
55 :77
56 :82
57 :78
58 :80
59 :80
60 :77
61 :80
62 :77
63 :78
64 :80
65 :78
66 :77
67 :82
68 :81
69 :80
70 :79
71 :82
72 :82
73 :80
74 :81
75 :79
76 :81
77 :79
78 :80
79 :81
80 :81
81 :81
82 :81
83 :82
84 :79
85 :81
86 :80
87 :82
88 :81
89 :78
90 :80
91 :78
92 :79
93 :77
94 :82
95 :78
96 :82
97 :82
98 :80
99 :79
100 :80
101 :77
102 :82
103 :81
104 :82
105 :79
106 :77
107 :80
108 :80
109 :77
110 :80
111 :78
112 :80
113 :82
114 :81
115 :82
116 :80
117 :80
118 :80
119 :82
120 :79
121 :82
122 :82
123 :82
124 :81
125 :77
126 :80
127 :80
