Resulting imbalance:1.02201
cutsize/#vertices:1.06992
Cutsize:10452
----------------------------
Part Weights:
0 :78
1 :73
2 :77
3 :75
4 :76
5 :74
6 :78
7 :76
8 :76
9 :74
10 :78
11 :78
12 :78
13 :76
14 :78
15 :78
16 :77
17 :77
18 :78
19 :74
20 :78
21 :78
22 :78
23 :74
24 :74
25 :76
26 :76
27 :74
28 :73
29 :76
30 :78
31 :75
32 :78
33 :74
34 :78
35 :78
36 :76
37 :75
38 :78
39 :78
40 :78
41 :74
42 :75
43 :78
44 :74
45 :72
46 :77
47 :78
48 :75
49 :74
50 :78
51 :77
52 :77
53 :78
54 :77
55 :78
56 :77
57 :78
58 :77
59 :73
60 :77
61 :78
62 :78
63 :74
64 :78
65 :78
66 :78
67 :74
68 :77
69 :78
70 :76
71 :76
72 :78
73 :73
74 :78
75 :74
76 :77
77 :78
78 :77
79 :74
80 :76
81 :74
82 :76
83 :76
84 :78
85 :74
86 :77
87 :74
88 :76
89 :74
90 :78
91 :75
92 :76
93 :74
94 :78
95 :77
96 :78
97 :76
98 :76
99 :78
100 :78
101 :72
102 :78
103 :78
104 :73
105 :78
106 :78
107 :74
108 :78
109 :78
110 :76
111 :75
112 :75
113 :78
114 :78
115 :74
116 :78
117 :74
118 :78
119 :78
120 :74
121 :76
122 :78
123 :76
124 :75
125 :78
126 :78
127 :74
