Resulting imbalance:1.02861
cutsize/#vertices:0.204548
Cutsize:3589
----------------------------
Part Weights:
0 :276
1 :275
2 :276
3 :275
4 :268
5 :279
6 :273
7 :272
8 :274
9 :277
10 :271
11 :267
12 :282
13 :274
14 :273
15 :267
16 :280
17 :281
18 :270
19 :275
20 :274
21 :277
22 :276
23 :271
24 :280
25 :276
26 :277
27 :276
28 :266
29 :269
30 :270
31 :282
32 :273
33 :271
34 :271
35 :267
36 :270
37 :270
38 :277
39 :270
40 :278
41 :276
42 :271
43 :273
44 :274
45 :276
46 :273
47 :276
48 :281
49 :274
50 :269
51 :271
52 :268
53 :281
54 :277
55 :276
56 :276
57 :278
58 :272
59 :275
60 :276
61 :275
62 :272
63 :280
