Resulting imbalance:1.02168
cutsize/#vertices:4.71416
Cutsize:43705
----------------------------
Part Weights:
0 :74
1 :70
2 :74
3 :74
4 :74
5 :73
6 :74
7 :70
8 :74
9 :74
10 :73
11 :74
12 :74
13 :74
14 :70
15 :71
16 :70
17 :74
18 :74
19 :70
20 :74
21 :74
22 :69
23 :72
24 :74
25 :74
26 :74
27 :74
28 :74
29 :70
30 :74
31 :74
32 :74
33 :74
34 :74
35 :74
36 :74
37 :74
38 :74
39 :74
40 :74
41 :74
42 :74
43 :73
44 :70
45 :74
46 :74
47 :69
48 :69
49 :73
50 :71
51 :74
52 :73
53 :74
54 :74
55 :67
56 :69
57 :74
58 :74
59 :70
60 :74
61 :74
62 :74
63 :74
64 :67
65 :74
66 :74
67 :74
68 :74
69 :69
70 :74
71 :74
72 :68
73 :74
74 :74
75 :71
76 :68
77 :69
78 :74
79 :74
80 :69
81 :73
82 :74
83 :74
84 :70
85 :74
86 :71
87 :72
88 :74
89 :74
90 :70
91 :72
92 :74
93 :70
94 :72
95 :70
96 :74
97 :70
98 :73
99 :74
100 :74
101 :74
102 :74
103 :74
104 :74
105 :70
106 :69
107 :74
108 :72
109 :69
110 :74
111 :74
112 :72
113 :73
114 :72
115 :70
116 :74
117 :72
118 :74
119 :69
120 :67
121 :74
122 :70
123 :72
124 :69
125 :69
126 :68
127 :74
