Resulting imbalance:1.02168
cutsize/#vertices:2.13008
Cutsize:19748
----------------------------
Part Weights:
0 :74
1 :74
2 :74
3 :71
4 :74
5 :73
6 :71
7 :74
8 :71
9 :72
10 :74
11 :74
12 :74
13 :73
14 :70
15 :71
16 :72
17 :72
18 :73
19 :74
20 :74
21 :74
22 :69
23 :70
24 :74
25 :72
26 :73
27 :74
28 :71
29 :74
30 :71
31 :74
32 :71
33 :74
34 :74
35 :70
36 :74
37 :74
38 :74
39 :74
40 :74
41 :74
42 :71
43 :70
44 :70
45 :74
46 :70
47 :70
48 :70
49 :72
50 :73
51 :69
52 :74
53 :66
54 :73
55 :74
56 :69
57 :74
58 :74
59 :74
60 :74
61 :74
62 :74
63 :74
64 :74
65 :74
66 :74
67 :70
68 :74
69 :74
70 :69
71 :73
72 :74
73 :73
74 :74
75 :70
76 :74
77 :74
78 :74
79 :71
80 :70
81 :74
82 :74
83 :74
84 :72
85 :74
86 :73
87 :69
88 :74
89 :74
90 :69
91 :72
92 :74
93 :71
94 :70
95 :70
96 :70
97 :70
98 :72
99 :68
100 :73
101 :74
102 :73
103 :70
104 :74
105 :74
106 :74
107 :74
108 :74
109 :70
110 :72
111 :74
112 :74
113 :74
114 :72
115 :74
116 :71
117 :70
118 :72
119 :74
120 :74
121 :69
122 :71
123 :70
124 :72
125 :71
126 :72
127 :74
