Resulting imbalance:1.02535
cutsize/#vertices:0.666428
Cutsize:8361
----------------------------
Part Weights:
0 :190
1 :201
2 :201
3 :200
4 :200
5 :192
6 :190
7 :190
8 :192
9 :192
10 :199
11 :201
12 :194
13 :190
14 :196
15 :191
16 :197
17 :201
18 :194
19 :200
20 :196
21 :192
22 :192
23 :192
24 :192
25 :194
26 :199
27 :193
28 :199
29 :201
30 :195
31 :192
32 :190
33 :199
34 :196
35 :197
36 :196
37 :201
38 :199
39 :199
40 :195
41 :193
42 :195
43 :199
44 :200
45 :195
46 :197
47 :193
48 :194
49 :195
50 :200
51 :198
52 :199
53 :199
54 :190
55 :197
56 :193
57 :196
58 :199
59 :194
60 :199
61 :200
62 :200
63 :201
