Resulting imbalance:1.02187
cutsize/#vertices:1.5444
Cutsize:14122
----------------------------
Part Weights:
0 :69
1 :73
2 :69
3 :73
4 :73
5 :73
6 :71
7 :69
8 :72
9 :69
10 :73
11 :73
12 :73
13 :70
14 :69
15 :73
16 :73
17 :73
18 :71
19 :69
20 :72
21 :69
22 :73
23 :73
24 :69
25 :70
26 :69
27 :73
28 :73
29 :70
30 :72
31 :73
32 :69
33 :69
34 :73
35 :71
36 :69
37 :70
38 :73
39 :72
40 :73
41 :73
42 :73
43 :72
44 :71
45 :72
46 :73
47 :69
48 :73
49 :70
50 :69
51 :71
52 :71
53 :72
54 :73
55 :73
56 :71
57 :71
58 :73
59 :72
60 :71
61 :72
62 :72
63 :73
64 :71
65 :69
66 :73
67 :73
68 :73
69 :69
70 :72
71 :73
72 :70
73 :73
74 :69
75 :73
76 :69
77 :73
78 :73
79 :72
80 :72
81 :72
82 :69
83 :68
84 :69
85 :73
86 :70
87 :73
88 :73
89 :73
90 :69
91 :73
92 :73
93 :72
94 :69
95 :73
96 :73
97 :73
98 :69
99 :72
100 :73
101 :73
102 :73
103 :71
104 :73
105 :70
106 :73
107 :73
108 :69
109 :72
110 :72
111 :71
112 :69
113 :73
114 :73
115 :73
116 :73
117 :73
118 :69
119 :70
120 :69
121 :71
122 :69
123 :71
124 :71
125 :69
126 :71
127 :71
