Resulting imbalance:1.02813
cutsize/#vertices:0.340588
Cutsize:10219
----------------------------
Part Weights:
0 :474
1 :468
2 :480
3 :474
4 :465
5 :465
6 :468
7 :480
8 :456
9 :462
10 :471
11 :474
12 :471
13 :480
14 :480
15 :459
16 :462
17 :474
18 :462
19 :474
20 :462
21 :459
22 :480
23 :456
24 :480
25 :459
26 :459
27 :471
28 :477
29 :480
30 :459
31 :474
32 :468
33 :462
34 :456
35 :468
36 :477
37 :474
38 :462
39 :468
40 :477
41 :474
42 :482
43 :481
44 :471
45 :474
46 :465
47 :459
48 :459
49 :465
50 :465
51 :456
52 :480
53 :462
54 :480
55 :471
56 :456
57 :481
58 :468
59 :480
60 :459
61 :465
62 :456
63 :468
