Resulting imbalance:1.02846
cutsize/#vertices:1.35002
Cutsize:16130
----------------------------
Part Weights:
0 :91
1 :95
2 :94
3 :93
4 :90
5 :90
6 :95
7 :91
8 :94
9 :96
10 :90
11 :90
12 :90
13 :92
14 :96
15 :96
16 :90
17 :92
18 :96
19 :91
20 :96
21 :95
22 :96
23 :90
24 :96
25 :96
26 :93
27 :96
28 :96
29 :90
30 :96
31 :96
32 :90
33 :90
34 :91
35 :90
36 :95
37 :90
38 :96
39 :91
40 :90
41 :96
42 :96
43 :94
44 :90
45 :94
46 :94
47 :90
48 :96
49 :96
50 :91
51 :96
52 :90
53 :95
54 :89
55 :96
56 :92
57 :92
58 :96
59 :96
60 :90
61 :90
62 :96
63 :94
64 :96
65 :96
66 :96
67 :90
68 :95
69 :95
70 :90
71 :90
72 :88
73 :93
74 :96
75 :96
76 :92
77 :92
78 :96
79 :96
80 :95
81 :94
82 :95
83 :96
84 :96
85 :96
86 :93
87 :96
88 :90
89 :93
90 :96
91 :93
92 :95
93 :96
94 :96
95 :96
96 :93
97 :94
98 :90
99 :94
100 :89
101 :96
102 :90
103 :96
104 :95
105 :90
106 :96
107 :91
108 :95
109 :90
110 :96
111 :96
112 :90
113 :95
114 :90
115 :96
116 :96
117 :94
118 :93
119 :96
120 :90
121 :96
122 :90
123 :90
124 :90
125 :96
126 :91
127 :91
