Resulting imbalance:1.02788
cutsize/#vertices:1.0776
Cutsize:11943
----------------------------
Part Weights:
0 :89
1 :85
2 :84
3 :86
4 :84
5 :84
6 :85
7 :88
8 :89
9 :87
10 :87
11 :88
12 :87
13 :89
14 :84
15 :84
16 :89
17 :84
18 :84
19 :84
20 :84
21 :84
22 :85
23 :84
24 :89
25 :86
26 :87
27 :89
28 :88
29 :85
30 :89
31 :84
32 :88
33 :89
34 :84
35 :89
36 :84
37 :85
38 :84
39 :85
40 :89
41 :89
42 :87
43 :84
44 :89
45 :89
46 :86
47 :87
48 :88
49 :84
50 :87
51 :88
52 :89
53 :86
54 :86
55 :89
56 :85
57 :88
58 :86
59 :84
60 :86
61 :84
62 :89
63 :86
64 :87
65 :89
66 :88
67 :88
68 :85
69 :85
70 :89
71 :89
72 :87
73 :85
74 :88
75 :87
76 :86
77 :88
78 :89
79 :89
80 :87
81 :86
82 :84
83 :89
84 :89
85 :89
86 :89
87 :84
88 :84
89 :84
90 :84
91 :84
92 :84
93 :89
94 :84
95 :85
96 :87
97 :87
98 :88
99 :89
100 :89
101 :88
102 :89
103 :87
104 :89
105 :88
106 :88
107 :89
108 :88
109 :88
110 :88
111 :86
112 :84
113 :88
114 :86
115 :88
116 :87
117 :86
118 :84
119 :89
120 :89
121 :85
122 :84
123 :85
124 :84
125 :86
126 :84
127 :84
