Resulting imbalance:1.02856
cutsize/#vertices:0.784318
Cutsize:7662
----------------------------
Part Weights:
0 :153
1 :155
2 :148
3 :147
4 :148
5 :153
6 :154
7 :157
8 :155
9 :152
10 :154
11 :150
12 :152
13 :149
14 :148
15 :157
16 :157
17 :155
18 :157
19 :152
20 :157
21 :157
22 :150
23 :149
24 :147
25 :148
26 :156
27 :153
28 :148
29 :155
30 :157
31 :153
32 :155
33 :152
34 :148
35 :150
36 :151
37 :148
38 :157
39 :152
40 :148
41 :151
42 :157
43 :156
44 :148
45 :157
46 :152
47 :156
48 :150
49 :154
50 :155
51 :147
52 :157
53 :151
54 :154
55 :150
56 :157
57 :152
58 :150
59 :152
60 :157
61 :154
62 :151
63 :157
