Resulting imbalance:1.0298
cutsize/#vertices:0.767233
Cutsize:8392
----------------------------
Part Weights:
0 :87
1 :84
2 :84
3 :87
4 :88
5 :86
6 :87
7 :86
8 :84
9 :82
10 :84
11 :84
12 :84
13 :84
14 :87
15 :87
16 :84
17 :87
18 :84
19 :87
20 :87
21 :87
22 :87
23 :84
24 :87
25 :84
26 :87
27 :87
28 :84
29 :87
30 :88
31 :86
32 :86
33 :82
34 :84
35 :84
36 :84
37 :88
38 :88
39 :82
40 :87
41 :87
42 :88
43 :83
44 :84
45 :84
46 :84
47 :87
48 :87
49 :84
50 :84
51 :84
52 :84
53 :87
54 :84
55 :88
56 :88
57 :83
58 :87
59 :86
60 :87
61 :84
62 :84
63 :82
64 :84
65 :84
66 :84
67 :88
68 :84
69 :82
70 :87
71 :87
72 :87
73 :84
74 :84
75 :84
76 :86
77 :82
78 :82
79 :88
80 :84
81 :84
82 :87
83 :87
84 :86
85 :82
86 :84
87 :83
88 :88
89 :86
90 :88
91 :87
92 :88
93 :86
94 :88
95 :86
96 :88
97 :84
98 :82
99 :88
100 :87
101 :82
102 :88
103 :87
104 :88
105 :86
106 :84
107 :84
108 :85
109 :84
110 :86
111 :88
112 :83
113 :88
114 :88
115 :87
116 :87
117 :84
118 :84
119 :87
120 :87
121 :84
122 :84
123 :87
124 :82
125 :87
126 :84
127 :86
