Resulting imbalance:1.02326
cutsize/#vertices:4.05378
Cutsize:33468
----------------------------
Part Weights:
0 :66
1 :66
2 :66
3 :66
4 :66
5 :66
6 :62
7 :64
8 :66
9 :66
10 :66
11 :62
12 :62
13 :62
14 :63
15 :64
16 :66
17 :63
18 :66
19 :66
20 :62
21 :64
22 :66
23 :62
24 :62
25 :66
26 :64
27 :66
28 :63
29 :66
30 :64
31 :63
32 :62
33 :66
34 :66
35 :66
36 :65
37 :66
38 :64
39 :66
40 :62
41 :66
42 :66
43 :66
44 :66
45 :62
46 :64
47 :65
48 :66
49 :62
50 :66
51 :66
52 :66
53 :66
54 :63
55 :66
56 :65
57 :62
58 :62
59 :63
60 :66
61 :63
62 :62
63 :66
64 :63
65 :63
66 :63
67 :63
68 :63
69 :66
70 :64
71 :66
72 :63
73 :62
74 :66
75 :62
76 :65
77 :63
78 :63
79 :65
80 :63
81 :65
82 :66
83 :66
84 :64
85 :66
86 :66
87 :66
88 :66
89 :66
90 :65
91 :66
92 :62
93 :65
94 :66
95 :66
96 :64
97 :66
98 :62
99 :62
100 :66
101 :66
102 :66
103 :63
104 :65
105 :63
106 :66
107 :66
108 :66
109 :66
110 :63
111 :65
112 :62
113 :66
114 :66
115 :66
116 :66
117 :63
118 :62
119 :63
120 :66
121 :62
122 :62
123 :63
124 :66
125 :62
126 :66
127 :66
