Resulting imbalance:1.024
cutsize/#vertices:4.13723
Cutsize:20169
----------------------------
Part Weights:
0 :36
1 :39
2 :39
3 :39
4 :39
5 :38
6 :38
7 :39
8 :38
9 :36
10 :39
11 :38
12 :39
13 :39
14 :39
15 :37
16 :37
17 :39
18 :36
19 :38
20 :36
21 :36
22 :37
23 :36
24 :37
25 :39
26 :36
27 :39
28 :39
29 :36
30 :36
31 :39
32 :38
33 :39
34 :39
35 :36
36 :39
37 :36
38 :39
39 :39
40 :36
41 :38
42 :39
43 :37
44 :38
45 :39
46 :36
47 :38
48 :38
49 :39
50 :39
51 :39
52 :37
53 :39
54 :36
55 :38
56 :38
57 :39
58 :39
59 :39
60 :39
61 :39
62 :39
63 :39
64 :38
65 :39
66 :37
67 :39
68 :36
69 :39
70 :38
71 :39
72 :37
73 :39
74 :39
75 :39
76 :39
77 :39
78 :39
79 :37
80 :36
81 :39
82 :39
83 :39
84 :39
85 :38
86 :36
87 :36
88 :39
89 :39
90 :38
91 :39
92 :37
93 :39
94 :39
95 :39
96 :36
97 :39
98 :36
99 :39
100 :39
101 :39
102 :39
103 :39
104 :36
105 :39
106 :38
107 :39
108 :39
109 :39
110 :39
111 :39
112 :39
113 :38
114 :37
115 :36
116 :38
117 :39
118 :36
119 :39
120 :39
121 :39
122 :39
123 :39
124 :36
125 :39
126 :36
127 :38
