Resulting imbalance:1.02455
cutsize/#vertices:1.64776
Cutsize:33967
----------------------------
Part Weights:
0 :165
1 :156
2 :164
3 :165
4 :163
5 :163
6 :164
7 :158
8 :165
9 :156
10 :165
11 :161
12 :160
13 :155
14 :157
15 :156
16 :158
17 :165
18 :159
19 :158
20 :156
21 :156
22 :162
23 :156
24 :165
25 :162
26 :165
27 :160
28 :161
29 :155
30 :165
31 :165
32 :156
33 :165
34 :165
35 :165
36 :165
37 :165
38 :159
39 :165
40 :163
41 :165
42 :165
43 :165
44 :164
45 :163
46 :160
47 :162
48 :156
49 :155
50 :158
51 :158
52 :157
53 :165
54 :156
55 :156
56 :162
57 :165
58 :158
59 :156
60 :156
61 :156
62 :156
63 :164
64 :163
65 :165
66 :165
67 :156
68 :156
69 :165
70 :156
71 :165
72 :165
73 :160
74 :165
75 :157
76 :164
77 :165
78 :163
79 :156
80 :156
81 :164
82 :165
83 :158
84 :163
85 :156
86 :157
87 :158
88 :156
89 :156
90 :164
91 :165
92 :160
93 :156
94 :165
95 :156
96 :165
97 :164
98 :165
99 :164
100 :164
101 :160
102 :160
103 :165
104 :157
105 :157
106 :162
107 :161
108 :161
109 :161
110 :165
111 :165
112 :165
113 :165
114 :157
115 :164
116 :158
117 :156
118 :163
119 :165
120 :165
121 :163
122 :156
123 :159
124 :165
125 :165
126 :159
127 :165
