Resulting imbalance:1.02996
cutsize/#vertices:0.167769
Cutsize:5963
----------------------------
Part Weights:
0 :275
1 :277
2 :280
3 :269
4 :278
5 :275
6 :277
7 :271
8 :276
9 :273
10 :272
11 :273
12 :277
13 :281
14 :277
15 :279
16 :277
17 :282
18 :279
19 :281
20 :278
21 :278
22 :278
23 :286
24 :274
25 :280
26 :278
27 :282
28 :283
29 :277
30 :275
31 :276
32 :276
33 :280
34 :277
35 :271
36 :277
37 :275
38 :274
39 :276
40 :274
41 :274
42 :273
43 :285
44 :282
45 :279
46 :277
47 :275
48 :277
49 :277
50 :278
51 :278
52 :275
53 :278
54 :275
55 :278
56 :281
57 :273
58 :277
59 :274
60 :280
61 :283
62 :278
63 :280
64 :279
65 :279
66 :273
67 :279
68 :274
69 :272
70 :275
71 :275
72 :286
73 :279
74 :276
75 :283
76 :273
77 :275
78 :282
79 :279
80 :275
81 :279
82 :276
83 :276
84 :279
85 :277
86 :275
87 :278
88 :279
89 :275
90 :275
91 :275
92 :282
93 :283
94 :278
95 :275
96 :276
97 :284
98 :281
99 :279
100 :285
101 :277
102 :282
103 :286
104 :282
105 :278
106 :277
107 :277
108 :281
109 :281
110 :283
111 :275
112 :274
113 :278
114 :275
115 :274
116 :278
117 :275
118 :275
119 :277
120 :278
121 :282
122 :273
123 :279
124 :278
125 :281
126 :285
127 :280
