Resulting imbalance:1.02684
cutsize/#vertices:0.84863
Cutsize:8886
----------------------------
Part Weights:
0 :167
1 :168
2 :158
3 :158
4 :168
5 :164
6 :166
7 :168
8 :167
9 :168
10 :159
11 :166
12 :166
13 :167
14 :168
15 :164
16 :158
17 :160
18 :159
19 :160
20 :158
21 :158
22 :159
23 :168
24 :158
25 :158
26 :158
27 :158
28 :158
29 :166
30 :168
31 :164
32 :168
33 :163
34 :162
35 :168
36 :167
37 :167
38 :163
39 :161
40 :168
41 :160
42 :168
43 :168
44 :163
45 :158
46 :158
47 :158
48 :168
49 :164
50 :165
51 :167
52 :168
53 :168
54 :166
55 :159
56 :158
57 :164
58 :157
59 :168
60 :167
61 :168
62 :168
63 :166
