Resulting imbalance:1.02684
cutsize/#vertices:2.50826
Cutsize:26264
----------------------------
Part Weights:
0 :168
1 :168
2 :158
3 :158
4 :167
5 :168
6 :168
7 :168
8 :168
9 :168
10 :168
11 :168
12 :163
13 :168
14 :158
15 :168
16 :151
17 :157
18 :168
19 :161
20 :157
21 :168
22 :134
23 :168
24 :168
25 :157
26 :154
27 :157
28 :157
29 :156
30 :168
31 :144
32 :168
33 :168
34 :168
35 :168
36 :162
37 :168
38 :168
39 :168
40 :156
41 :168
42 :168
43 :161
44 :161
45 :168
46 :168
47 :164
48 :168
49 :168
50 :168
51 :166
52 :168
53 :168
54 :168
55 :168
56 :163
57 :165
58 :166
59 :157
60 :168
61 :156
62 :168
63 :157
