Resulting imbalance:1.02667
cutsize/#vertices:0.433958
Cutsize:2083
----------------------------
Part Weights:
0 :77
1 :77
2 :77
3 :73
4 :77
5 :77
6 :73
7 :77
8 :77
9 :76
10 :72
11 :77
12 :75
13 :72
14 :77
15 :77
16 :73
17 :76
18 :73
19 :75
20 :76
21 :75
22 :72
23 :72
24 :77
25 :72
26 :77
27 :76
28 :71
29 :75
30 :72
31 :77
32 :75
33 :72
34 :72
35 :75
36 :72
37 :74
38 :77
39 :72
40 :77
41 :77
42 :71
43 :77
44 :75
45 :77
46 :72
47 :77
48 :72
49 :75
50 :75
51 :77
52 :75
53 :77
54 :76
55 :77
56 :73
57 :77
58 :77
59 :77
60 :75
61 :75
62 :77
63 :73
